dwNestID;dwHiveID;dwTacticsID;nRegionDBID;fLocalPosX;fLocalPosY;fLocalPosZ;wInitialDir;nRadius;nGenerateRadius;nChampionGenPercentage;dwDelayTimeMin;dwDelayTimeMax;dwMaxTotalCount;btFlag;btRespawn;btType
1865;83;7;25004;1612,68;243,27;1771,11;0;600;500;0;8;12;8;0;1;0
1866;83;7;25260;237,4;84,08;22,24;0;600;500;0;8;12;8;0;1;0
1867;83;7;25004;1731,03;155,26;792,55;0;700;600;0;8;12;10;0;1;0
1868;83;7;25005;1001,53;330,71;776,02;0;700;600;0;8;12;10;0;1;0
1869;83;7;24749;1565,56;316,03;1289,66;0;700;600;0;8;12;10;0;1;0
1870;83;7;25005;452,46;292,04;408,45;0;700;600;0;8;12;10;0;1;0
1871;83;7;24748;1569,71;215,94;872,36;0;700;600;0;8;12;10;0;1;0
1872;83;7;24748;740,16;232,62;970,02;0;700;600;0;8;12;10;0;1;0
1873;83;7;24492;1700,15;198,63;1610,56;0;700;600;0;8;12;10;0;1;0
1874;83;7;24492;527,25;183,4;1516,3;0;700;600;0;8;12;10;0;1;0
1875;83;7;24491;1834,84;136,05;943,58;0;700;600;0;8;12;10;0;1;0
1876;83;7;24747;702,36;52,71;148,08;0;700;600;0;8;12;10;0;1;0
1877;83;7;25003;509,53;23,55;658,46;0;700;600;0;8;12;10;0;1;0
1878;81;2;25002;1177,43;-3,83;1699,79;0;800;700;10;8;12;15;0;1;0
1879;85;5;25258;555,63;24,62;972,84;0;500;400;10;8;12;10;0;1;0
1880;85;5;24747;769,16;124,68;1740,82;0;700;600;10;8;12;10;0;1;0
1881;85;5;24747;1783,47;253,82;530,37;0;700;600;10;8;12;10;0;1;0
1883;85;5;25004;1315,11;153,25;222,56;0;700;600;10;8;12;10;0;1;0
1884;85;5;24748;1244,36;173,41;1431,69;0;700;600;10;8;12;10;0;1;0
1885;85;5;24749;868,29;348;212,58;0;700;600;10;8;12;10;0;1;0
1886;85;5;24493;1392,84;348,67;1518,7;0;700;600;10;8;12;10;0;1;0
1887;85;5;25261;101,41;278,56;200,11;0;700;600;10;8;12;10;0;1;0
1888;85;5;24747;1786,24;44,28;1896,55;0;700;600;10;8;12;10;0;1;0
1890;84;7;23975;1919,93;209,67;570,06;0;700;600;0;8;12;10;0;1;0
1891;84;7;23720;1157,09;31,78;1122,39;0;700;600;0;8;12;10;0;1;0
1892;84;7;23719;384,38;99,42;1108,43;0;700;600;0;8;12;10;0;1;0
1893;84;7;23974;1583,66;456,05;790,35;0;700;600;0;8;12;10;0;1;0
1895;84;7;23974;1474,46;473,04;1698,92;0;700;600;0;8;12;10;0;1;0
1896;84;7;24231;1561,1;190,82;255,01;0;700;600;0;8;12;10;0;1;0
1897;84;7;23976;1321,83;64,54;1525,73;0;700;600;0;8;12;10;0;1;0
1898;164;4;23977;34,84;74,92;691,4;0;700;600;0;8;12;10;0;1;0
1899;164;4;23977;1392,17;7,98;431,76;0;700;600;0;8;12;10;0;1;0
1901;164;4;23721;1207,81;115,74;518,83;0;700;600;0;8;12;10;0;1;0
1902;84;7;23976;1397,78;127,49;214,77;0;700;600;0;8;12;10;0;1;0
1904;84;7;23717;1677,82;267,19;1038,85;0;700;600;0;8;12;10;0;1;0
1905;84;7;23718;482,97;239,22;283,66;0;700;600;0;8;12;10;0;1;0
1906;84;7;23718;924,02;118,98;1436,39;0;700;600;0;8;12;10;0;1;0
1907;84;7;23718;1790,86;32,1;1496,18;0;700;600;0;8;12;10;0;1;0
1909;86;29;23722;812,71;57,75;735,83;0;700;600;10;8;12;7;0;1;0
1910;86;29;23722;1046,53;88,96;1801,35;0;700;600;10;8;12;7;0;1;0
1911;86;29;23722;1673,46;163,6;401,62;0;700;600;10;8;12;7;0;1;0
1913;166;28;23722;1695,47;127,41;1456,87;0;700;600;0;8;12;6;0;1;0
1914;86;29;23723;1436,52;287,42;311,31;0;700;600;10;8;12;7;0;1;0
1915;166;28;23723;1308,61;271,8;1165,02;0;700;600;0;8;12;6;0;1;0
1916;86;29;23724;377,15;383,91;533,43;0;700;600;10;8;12;7;0;1;0
1917;86;29;23724;1216,66;507,14;414,05;0;700;600;10;8;12;7;0;1;0
1918;86;29;23724;257,41;310,35;1201,35;0;700;600;10;8;12;7;0;1;0
1920;86;29;23725;422,32;821,47;519,42;0;700;600;10;8;12;7;0;1;0
1921;166;28;23724;1809,04;642,78;985,58;0;700;600;0;8;12;6;0;1;0
1924;86;29;23725;1344,14;750,32;1399,99;0;700;600;10;8;12;7;0;1;0
1926;86;29;23725;895,88;688,89;1682,98;0;700;600;10;8;12;7;0;1;0
1927;86;29;23980;1073,82;298,57;129,87;0;700;600;10;8;12;7;0;1;0
1928;86;29;23724;1362,44;367,46;1444,38;0;700;600;10;8;12;7;0;1;0
1929;86;29;23724;259,33;265,02;1860,53;0;700;600;10;8;12;7;0;1;0
1930;166;28;23723;540,55;196,58;1688,3;0;700;600;0;8;12;6;0;1;0
1933;86;29;23978;1428,74;82,94;568,25;0;700;600;10;8;12;7;0;1;0
1934;86;29;23979;160,38;107,22;1146,15;0;700;600;10;8;12;7;0;1;0
1935;86;29;23979;1025,57;199,15;990,6;0;700;600;10;8;12;7;0;1;0
1936;86;29;23979;327,29;218,12;1587,58;0;700;600;10;8;12;7;0;1;0
1937;86;29;23979;1766,1;213,33;609,18;0;700;600;10;8;12;7;0;1;0
1938;86;29;24235;754,68;76,08;131,16;0;700;600;10;8;12;7;0;1;0
1940;86;29;23980;241,66;210,63;1128,94;0;700;600;10;8;12;7;0;1;0
1941;166;28;24235;1425,43;142,86;410,24;0;700;600;0;8;12;6;0;1;0
1942;86;29;24235;1443,52;81,19;1112,33;0;700;600;10;8;12;7;0;1;0
1944;86;29;23980;701,14;196,25;1848,06;0;700;600;10;8;12;7;0;1;0
1945;86;29;23980;0,13;157,64;1852,68;0;700;600;10;8;12;7;0;1;0
1946;86;29;23980;1663,22;500,83;1029,49;0;600;500;10;8;12;6;0;1;0
1948;86;29;23981;1415,71;606,66;526,05;0;700;600;10;8;12;7;0;1;0
1949;86;29;23981;1020,68;500,54;1080,72;0;700;600;10;8;12;7;0;1;0
1950;86;29;23980;1868,85;368,29;1657,37;0;700;600;10;8;12;7;0;1;0
1951;86;29;24236;764,64;148,83;1068,48;0;700;600;10;8;12;7;0;1;0
1952;86;29;24236;1704,21;244,46;648,14;0;700;600;10;8;12;7;0;1;0
1954;86;29;23981;1731,58;445,81;1394,35;0;700;600;10;8;12;7;0;1;0
1955;86;29;24237;1530,88;354,29;312,83;0;700;600;10;8;12;7;0;1;0
1957;86;29;24237;991,11;309,73;869,69;0;700;600;10;8;12;7;0;1;0
1958;86;29;24237;555,25;330,34;1574,92;0;700;600;10;8;12;7;0;1;0
1959;86;29;24237;1414,78;365,72;1859,32;0;700;600;10;8;12;7;0;1;0
1961;83;8;24493;70,6;232,15;915,21;0;700;600;10;8;12;9;0;1;0
1962;166;28;23722;556,49;42,36;1277,99;0;700;600;0;8;12;6;0;1;0
1965;166;28;23724;825,42;361,14;1508,33;0;700;600;0;8;12;6;0;1;0
1966;166;28;23980;1819,47;364,48;224,03;0;700;600;0;8;12;6;0;1;0
1968;166;28;23981;359,42;309,95;1522,12;0;700;600;0;8;12;6;0;1;0
1969;166;28;23981;1219,32;530,51;1625,27;0;700;600;0;8;12;6;0;1;0
1971;166;28;24236;1584,75;229,16;1230,68;0;700;600;0;8;12;6;0;1;0
1973;86;29;24237;1518,65;303,27;1103,26;0;700;600;10;8;12;7;0;1;0
1974;83;8;24492;595,01;253,71;843,91;0;600;500;0;8;12;7;0;1;0
1975;166;28;24493;1592,96;310,47;703,96;0;700;600;0;8;12;6;0;1;0
1981;166;28;24236;882,45;216,17;1593,95;0;600;500;0;8;12;6;0;1;0
1982;84;7;24490;1698,75;-13,9;632,77;0;700;600;0;8;12;10;0;1;0
1983;87;11;25510;107,08;172,87;850,45;0;700;600;10;8;12;10;0;1;0
1984;165;10;25509;1595,3;148,21;1592,12;0;700;600;0;8;12;10;0;1;0
1985;87;11;25510;887,36;58,07;879,96;0;700;600;10;8;12;10;0;1;0
1987;87;11;25510;1544,08;53,04;1363,94;0;700;600;10;8;12;10;0;1;0
1988;87;11;25510;548,05;66,32;1766,45;0;700;600;10;8;12;10;0;1;0
1989;87;11;25766;12,21;47,61;126,42;0;700;600;10;8;12;10;0;1;0
1992;87;11;25765;1324,4;46,03;1258,19;0;700;600;10;8;12;10;0;1;0
1993;165;10;25766;266,28;113,46;1527,96;0;700;600;0;8;12;10;0;1;0
1994;87;11;25766;1110,61;46,12;1136,17;0;700;600;10;8;12;10;0;1;0
1996;87;11;25766;1657,55;52,61;20,03;0;700;600;10;8;12;10;0;1;0
1997;165;10;25766;1691,09;42,07;1496,5;0;700;600;0;8;12;10;0;1;0
1999;87;11;25511;962,71;56,61;1857,3;0;700;600;10;8;12;10;0;1;0
2000;165;10;25511;634,98;38,35;1214,27;0;700;600;0;8;12;10;0;1;0
2002;87;11;25511;1887,79;24,79;1428,09;0;700;600;10;8;12;10;0;1;0
2004;87;11;25767;992,52;43,43;1261,88;0;700;600;10;8;12;10;0;1;0
2005;87;11;25768;209,13;57,77;1584,31;0;700;600;10;8;12;10;0;1;0
2006;87;11;25768;882,01;113,33;322,37;0;700;600;10;8;12;10;0;1;0
2007;87;11;25512;1255,84;29,88;1375,16;0;700;600;10;8;12;10;0;1;0
2009;87;11;25513;360,17;42,36;982,03;0;500;400;10;8;12;10;0;1;0
2010;87;11;25513;90,33;82,08;1707,98;0;700;600;10;8;12;10;0;1;0
2011;87;11;25768;1867,87;43,36;800,18;0;700;600;10;8;12;10;0;1;0
2012;87;11;25768;1248,41;129,13;1528,47;0;700;600;10;8;12;10;0;1;0
2013;87;11;25769;1000,65;64,12;1583,72;0;700;600;10;8;12;10;0;1;0
2015;87;11;25769;792,49;70,61;300,21;0;700;600;10;8;12;10;0;1;0
2017;87;11;25769;1831,31;77,77;1487,2;0;700;600;10;8;12;10;0;1;0
2019;87;11;25514;642,37;36,83;958,29;0;700;600;10;8;12;10;0;1;0
2021;165;10;25765;1849,9;139,06;538,23;0;700;600;0;8;12;10;0;1;0
2022;165;10;25510;511,21;86,69;1156,4;0;700;600;0;8;12;10;0;1;0
2023;165;10;25510;766,81;31,86;198,9;0;700;600;0;8;12;10;0;1;0
2025;165;10;25767;86,53;40,97;608,06;0;700;600;0;8;12;10;0;1;0
2026;165;10;25767;1136,67;77,16;728,32;0;700;600;0;8;12;10;0;1;0
2027;165;10;25511;1288,08;19,87;1327,89;0;700;600;0;8;12;10;0;1;0
2029;165;10;25768;255,13;63,61;197,45;0;700;600;0;8;12;10;0;1;0
2030;165;10;25768;706,13;43,14;789,07;0;700;600;0;8;12;10;0;1;0
2031;165;10;25767;1508,38;76,73;1710,67;0;700;600;0;8;12;10;0;1;0
2032;165;10;25512;653,77;38,12;1455,53;0;700;600;0;8;12;10;0;1;0
2033;165;10;25768;1501,49;90,11;416,59;0;700;600;0;8;12;10;0;1;0
2034;165;10;25769;271,33;53,13;1714,31;0;700;600;0;8;12;10;0;1;0
2035;165;10;25769;668,37;105,31;1120,52;0;700;600;0;8;12;10;0;1;0
2036;87;11;25770;20,97;88,72;875,41;0;700;600;10;8;12;10;0;1;0
2037;165;10;25769;1682,63;82,61;114,39;0;700;600;0;8;12;10;0;1;0
2038;87;11;25513;883,76;40,93;1434,8;0;700;600;10;8;12;10;0;1;0
2039;87;11;25513;1156,07;143,39;800,5;0;500;400;10;8;12;10;0;1;0
2040;165;10;25514;440,23;30,24;1374,02;0;700;600;0;8;12;10;0;1;0
2041;165;10;25513;1862,32;26,16;785,09;0;500;400;0;8;12;10;0;1;0
2044;88;8;25510;1359,13;61,46;481,73;0;500;400;10;8;12;10;0;1;0
2045;87;11;25766;1271,26;106,86;373,69;0;700;600;10;8;12;10;0;1;0
2046;87;11;25511;424,07;68,29;1757,68;0;700;600;10;8;12;10;0;1;0
2047;87;11;25766;580,64;44,3;1125,23;0;700;600;10;8;12;10;0;1;0
2049;87;11;25768;140,59;57,64;703,38;0;700;600;10;8;12;10;0;1;0
2051;87;11;25769;275,56;90,45;388,2;0;700;600;10;8;12;10;0;1;0
2052;88;8;25512;1831,15;21,84;1183,32;0;700;600;10;8;12;10;0;1;0
2053;88;8;25514;186,9;57,81;1684,52;0;700;600;10;8;12;10;0;1;0
2054;88;8;25514;490,32;12,33;912,28;0;700;600;10;8;12;10;0;1;0
2055;88;8;25258;964,53;-0,4;1786,46;0;700;600;10;8;12;10;0;1;0
2056;89;14;24236;703,54;194,59;437,94;0;700;600;10;8;12;9;0;1;0
2058;89;14;23979;1576,99;232,51;128,56;0;700;600;10;8;12;9;0;1;0
2059;89;14;23724;40,71;359,84;347,44;0;700;600;10;8;12;9;0;1;0
2060;89;14;23723;295,69;207,95;390,97;0;700;600;10;8;12;9;0;1;0
2062;89;14;23978;1725,36;146,15;173,15;0;700;600;10;8;12;9;0;1;0
2063;83;8;25260;540,8;453,12;1526,94;0;700;600;10;8;12;9;0;1;0
2065;14;50;26284;963,19;107,26;1480,83;0;200;100;100;300;350;2;0;1;0
2075;91;28;25772;894,03;85,22;986,52;0;600;500;0;15;20;9;0;1;0
2080;91;28;25773;735,39;353,58;1394,13;0;300;250;0;15;20;4;0;1;0
2084;91;28;26027;1361,06;303,6;348,74;0;300;250;0;15;20;4;0;1;0
2089;91;28;26028;972,65;99,12;516,31;0;600;500;0;15;20;9;0;1;0
2114;91;28;25772;40,24;245,05;1012,28;0;300;250;0;15;20;4;0;1;0
2115;91;28;25771;772,88;455,89;1131,48;0;300;250;0;15;20;4;0;1;0
2119;91;28;26029;1339,87;352,43;841,23;0;300;250;0;15;20;4;0;1;0
2120;91;28;25773;1303,93;350,58;220,4;0;300;250;0;15;20;4;0;1;0
2122;92;16;25253;809,3;106,53;1392,06;0;700;600;0;8;12;10;0;1;0
2123;92;16;25509;291,28;160,5;136,02;0;700;600;0;8;12;10;0;1;0
