ID;Lvl;CharGender;MaxHP;MaxMP;ResistFrozen;ResistFrostbite;ResistBurn;ResistEShock;ResistPoison;ResistZombie;ResistSleep;ResistRoot;ResistSlow;ResistFear;ResistMyopia;ResistBlood;ResistStone;ResistDark;ResistStun;ResistDisea;ResistChaos;ResistCsePD;ResistCseMD;ResistCseSTR;ResistCseINT;ResistCseHP;ResistCseMP;Resist24;ResistBomb;Resist26;Resist27;Resist28;Resist29;Resist30;Resist31;Resist32;InventorySize;CanStore_TID1;CanStore_TID2;CanStore_TID3;CanStore_TID4;CanBeVehicle;CanControl;DamagePortion;MaxPassenger;AssocTactics;PD;MD;PAR;MAR;ER;BR;HR;CHR;ExpToGive;CreepType;Knockdown;KO_RecoverTime;DefaultSkill_1;DefaultSkill_2;DefaultSkill_3;DefaultSkill_4;DefaultSkill_5;DefaultSkill_6;DefaultSkill_7;DefaultSkill_8;DefaultSkill_9;DefaultSkill_10;TextureType;Except_1;Except_2;Except_3;Except_4;Except_5;Except_6;Except_7;Except_8;Except_9;Except_10;Link
11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336860180;3;3000;1;2;40;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;1;2;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;1;1;27;0;27;2;24;336860180;3;3000;0;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;2;2;55;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;14;2;2;29;0;29;2;47;1684300900;3;3000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
29;3;2;85;0;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;15;3;3;31;0;31;2;71;1684300900;3;3000;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;4;2;83;0;8;8;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;18;4;4;33;0;33;2;94;336860180;3;3000;164;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
31;5;2;119;0;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;19;5;5;35;0;35;2;118;336860180;3;3000;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;6;2;114;0;12;12;12;12;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;19;6;6;37;0;37;2;141;336860180;3;3000;166;167;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
33;7;2;156;0;14;14;14;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;29;7;7;39;0;39;2;165;336860180;3;3000;168;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;8;2;204;0;16;16;16;16;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;24;8;8;41;0;41;2;188;1679057940;3;3000;170;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
35;9;2;194;0;18;18;18;18;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;35;9;9;43;0;43;2;212;1679057940;3;3000;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;10;2;249;0;20;20;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;35;10;10;45;0;45;2;235;1684300900;3;3000;174;175;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
37;10;2;249;0;20;20;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;41;10;10;45;0;45;2;235;1684300900;3;3000;176;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;15;2;514;0;30;30;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;70;15;15;55;0;55;2;353;336860180;3;3000;184;185;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
39;12;2;324;0;24;24;24;24;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;46;12;12;49;0;49;2;282;336860180;3;3000;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;13;2;387;0;26;26;26;26;26;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;56;13;13;51;0;51;2;306;1679057940;3;3000;181;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
41;14;2;509;0;28;28;28;28;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;56;14;14;53;0;53;2;329;1679057940;3;3000;182;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;11;2;310;0;22;22;22;22;22;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;34;11;11;47;0;47;2;259;336860180;3;3000;178;179;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
43;16;2;755;0;32;32;32;32;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;70;16;16;57;0;57;2;376;336860180;3;3000;186;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;8;2;204;0;16;16;16;16;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;35;8;8;41;0;41;2;188;336860180;3;3000;171;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45;9;2;194;0;18;18;18;18;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;29;9;9;43;0;43;2;212;336860180;3;3000;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;17;2;749;0;34;34;34;34;34;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;89;17;17;59;0;59;2;400;1679057940;3;3000;188;189;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
47;18;2;809;0;36;36;36;36;36;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;89;18;18;61;0;61;2;423;1679057940;3;3000;190;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;20;2;598720;0;80;80;80;80;80;80;50;50;50;100;100;50;100;50;100;0;100;50;50;50;50;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;51;20;20;65;0;65;2;451200;1679057940;0;0;196;197;198;3049;3050;3051;3052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;19;2;958;0;38;38;38;38;38;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;95;19;19;63;0;63;2;447;336860180;3;3000;192;193;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
50;20;2;1031;0;40;40;40;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;102;20;20;65;0;65;2;470;336860180;3;3000;194;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;20;2;1340;0;59;59;59;59;59;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;101;20;20;59;0;117;10;470;0;15;3000;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
52;21;2;1106;0;42;42;42;42;42;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;102;21;21;67;0;67;2;498;0;3;3000;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;22;2;1460;0;61;61;61;61;61;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;110;22;22;67;0;134;10;538;0;15;3000;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
54;22;2;1184;0;44;44;44;44;44;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;124;22;22;69;0;69;2;528;0;3;3000;200;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3000;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
56;28;2;1535;0;56;56;56;56;56;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;157;28;28;81;0;81;2;749;336860180;3;3000;211;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
57;27;2;1451;0;54;54;54;54;54;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;148;27;27;79;0;79;2;707;336860180;3;3000;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;27;2;1451;0;54;54;54;54;54;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;165;27;27;79;0;79;2;707;336860180;3;3000;208;209;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
59;28;2;1535;0;56;56;56;56;56;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;175;28;28;81;0;81;2;749;336860180;3;3000;212;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;30;2;1513;0;60;60;60;60;60;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;194;30;30;85;0;85;2;842;0;3;3000;215;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;26;2;1370;0;52;52;52;52;52;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;148;26;26;77;0;77;2;667;1679057940;3;3000;207;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
62;25;2;1291;0;50;50;50;50;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;140;25;25;75;0;75;2;629;1679057940;3;3000;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;29;2;1807;0;58;58;58;58;58;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;165;29;29;83;0;83;2;794;336860180;3;3000;214;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
64;30;2;1909;0;60;60;60;60;60;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;175;30;30;85;0;85;2;842;336860180;3;3000;219;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;63;2;8495;0;85;85;85;85;85;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458;732;63;63;140;0;140;2;3128;1684300900;3;3000;3035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;64;2;9139;0;85;85;85;85;85;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474;758;64;64;141;0;141;2;3222;336860180;3;3000;3036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;66;2;9792;0;86;86;86;86;86;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508;813;66;66;143;0;143;2;3418;336860180;3;3000;3038;3039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;68;2;9265;0;86;86;86;86;86;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545;872;68;68;145;0;145;2;3626;1684300900;3;3000;3041;3042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;70;2;11214;0;86;86;86;86;86;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583;933;70;70;147;0;147;2;3847;336860180;3;3000;3044;3045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;70;2;8603;0;86;86;86;86;86;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583;933;70;70;147;0;147;2;3847;0;3;3000;3047;3048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;32;2;2121;0;64;64;64;64;64;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;204;32;32;89;0;89;2;928;1684300900;3;3000;223;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;34;2;2099;0;68;68;68;68;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;225;34;34;93;0;93;2;1023;0;3;3000;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;34;2;1849;0;68;68;68;68;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;236;34;34;93;0;93;2;1023;1684300900;1;3000;229;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;38;2;2539;0;76;76;76;76;76;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;259;38;38;101;0;101;2;1244;336860180;3;3000;240;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;36;2;2034;0;72;72;72;72;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;259;36;36;97;0;97;2;1128;336860180;3;3000;234;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;40;2;1779528;0;90;90;90;90;90;90;50;50;50;100;100;50;100;50;100;0;100;50;50;50;50;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;149;40;40;105;0;105;2;1316197;1684300900;0;0;250;251;252;3053;3054;3055;3056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;41;2;2907;0;78;78;78;78;78;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;324;41;41;107;0;107;2;1426;1684300900;3;3000;246;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
