"wRegionID";"X";"Z";"ContinentName";"AreaName";"IsBattleField";"Climate";"MaxCapacity";"AssocObjID";"AssocServer";"AssocFile256";"LinkedRegion_1";"LinkedRegion_2";"LinkedRegion_3";"LinkedRegion_4";"LinkedRegion_5";"LinkedRegion_6";"LinkedRegion_7";"LinkedRegion_8";"LinkedRegion_9";"LinkedRegion_10"
"14916";"68";"58";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"15172";"15173";"14917";"14661";"14660";"0";"0";"0"
"14917";"69";"58";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"14916";"15172";"15173";"15174";"14918";"14662";"14661";"14660";"0";"0"
"14918";"70";"58";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"14917";"15173";"15174";"15175";"14919";"14663";"14662";"14661";"0";"0"
"14919";"71";"58";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"14918";"15174";"15175";"15176";"14920";"14664";"14663";"14662";"0";"0"
"14920";"72";"58";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"14919";"15175";"15176";"0";"0";"0";"14664";"14663";"0";"0"
"15172";"68";"59";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"15428";"15429";"15173";"14917";"14916";"0";"0";"0"
"15173";"69";"59";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15172";"15428";"15429";"15430";"15174";"14918";"14917";"14916";"0";"0"
"15174";"70";"59";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15173";"15429";"15430";"15431";"15175";"14919";"14918";"14917";"0";"0"
"15175";"71";"59";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15174";"15430";"15431";"15432";"15176";"14920";"14919";"14918";"0";"0"
"15176";"72";"59";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15175";"15431";"15432";"0";"0";"0";"14920";"14919";"0";"0"
"15428";"68";"60";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"15684";"15685";"15429";"15173";"15172";"0";"0";"0"
"15429";"69";"60";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15428";"15684";"15685";"15686";"15430";"15174";"15173";"15172";"0";"0"
"15430";"70";"60";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15429";"15685";"15686";"15687";"15431";"15175";"15174";"15173";"0";"0"
"15431";"71";"60";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15430";"15686";"15687";"15688";"15432";"15176";"15175";"15174";"0";"0"
"15432";"72";"60";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15431";"15687";"15688";"0";"0";"0";"15176";"15175";"0";"0"
"15684";"68";"61";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"15940";"15941";"15685";"15429";"15428";"0";"0";"0"
"15685";"69";"61";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15684";"15940";"15941";"15942";"15686";"15430";"15429";"15428";"0";"0"
"15686";"70";"61";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15685";"15941";"15942";"15943";"15687";"15431";"15430";"15429";"0";"0"
"15687";"71";"61";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15686";"15942";"15943";"15944";"15688";"15432";"15431";"15430";"0";"0"
"15688";"72";"61";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15687";"15943";"15944";"0";"0";"0";"15432";"15431";"0";"0"
"15940";"68";"62";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"16196";"16197";"15941";"15685";"15684";"0";"0";"0"
"15941";"69";"62";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15940";"16196";"16197";"16198";"15942";"15686";"15685";"15684";"0";"0"
"15942";"70";"62";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15941";"16197";"16198";"16199";"15943";"15687";"15686";"15685";"0";"0"
"15943";"71";"62";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15942";"16198";"16199";"16200";"15944";"15688";"15687";"15686";"0";"0"
"15944";"72";"62";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"15943";"16199";"16200";"0";"0";"0";"15688";"15687";"0";"0"
"16196";"68";"63";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"16452";"16453";"16197";"15941";"15940";"0";"0";"0"
"16197";"69";"63";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16196";"16452";"16453";"16454";"16198";"15942";"15941";"15940";"0";"0"
"16198";"70";"63";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16197";"16453";"16454";"16455";"16199";"15943";"15942";"15941";"0";"0"
"16199";"71";"63";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16198";"16454";"16455";"16456";"16200";"15944";"15943";"15942";"0";"0"
"16200";"72";"63";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16199";"16455";"16456";"0";"0";"0";"15944";"15943";"0";"0"
"16452";"68";"64";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"0";"0";"0";"0";"16453";"16197";"16196";"0";"0";"0"
"16453";"69";"64";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16452";"0";"0";"0";"16454";"16198";"16197";"16196";"0";"0"
"16454";"70";"64";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16453";"0";"0";"0";"16455";"16199";"16198";"16197";"0";"0"
"16455";"71";"64";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16454";"0";"0";"0";"16456";"16200";"16199";"16198";"0";"0"
"16456";"72";"64";"FORT_HT_AREA";"????";"1";"2001";"-1";"0";"0";"xxx";"16455";"0";"0";"0";"0";"0";"16200";"16199";"0";"0"
"17221";"69";"67";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"17477";"17478";"17222";"0";"0";"0";"0";"0"
"17222";"70";"67";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17221";"17477";"17478";"17479";"17223";"0";"0";"0";"0";"0"
"17223";"71";"67";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17222";"17478";"17479";"17480";"17224";"0";"0";"0";"0";"0"
"17224";"72";"67";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17223";"17479";"17480";"17481";"17225";"0";"0";"0";"0";"0"
"17225";"73";"67";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17224";"17480";"17481";"0";"0";"0";"0";"0";"0";"0"
"17229";"77";"67";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"17485";"17486";"17230";"0";"0";"0";"0";"0"
"17230";"78";"67";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17229";"17485";"17486";"17487";"17231";"0";"0";"0";"0";"0"
"17231";"79";"67";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17230";"17486";"17487";"17488";"17232";"0";"0";"0";"0";"0"
"17232";"80";"67";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17231";"17487";"17488";"0";"0";"0";"0";"0";"0";"0"
"17477";"69";"68";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"17733";"17734";"17478";"17222";"17221";"0";"0";"0"
"17478";"70";"68";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17477";"17733";"17734";"17735";"17479";"17223";"17222";"17221";"0";"0"
"17479";"71";"68";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17478";"17734";"17735";"17736";"17480";"17224";"17223";"17222";"0";"0"
"17480";"72";"68";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17479";"17735";"17736";"17737";"17481";"17225";"17224";"17223";"0";"0"
"17481";"73";"68";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17480";"17736";"17737";"0";"0";"0";"17225";"17224";"0";"0"
"17485";"77";"68";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"17741";"17742";"17486";"17230";"17229";"0";"0";"0"
"17486";"78";"68";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17485";"17741";"17742";"17743";"17487";"17231";"17230";"17229";"0";"0"
"17487";"79";"68";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17486";"17742";"17743";"17744";"17488";"17232";"17231";"17230";"0";"0"
"17488";"80";"68";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17487";"17743";"17744";"0";"0";"0";"17232";"17231";"0";"0"
"17733";"69";"69";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"17989";"17990";"17734";"17478";"17477";"0";"0";"0"
"17734";"70";"69";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17733";"17989";"17990";"17991";"17735";"17479";"17478";"17477";"0";"0"
"17735";"71";"69";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17734";"17990";"17991";"17992";"17736";"17480";"17479";"17478";"0";"0"
"17736";"72";"69";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17735";"17991";"17992";"17993";"17737";"17481";"17480";"17479";"0";"0"
"17737";"73";"69";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17736";"17992";"17993";"0";"0";"0";"17481";"17480";"0";"0"
"17741";"77";"69";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"17997";"17998";"17742";"17486";"17485";"0";"0";"0"
"17742";"78";"69";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17741";"17997";"17998";"17999";"17743";"17487";"17486";"17485";"0";"0"
"17743";"79";"69";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17742";"17998";"17999";"18000";"17744";"17488";"17487";"17486";"0";"0"
"17744";"80";"69";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17743";"17999";"18000";"0";"0";"0";"17488";"17487";"0";"0"
"17989";"69";"70";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"0";"0";"17990";"17734";"17733";"0";"0";"0"
"17990";"70";"70";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17989";"0";"0";"0";"17991";"17735";"17734";"17733";"0";"0"
"17991";"71";"70";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17990";"0";"0";"0";"17992";"17736";"17735";"17734";"0";"0"
"17992";"72";"70";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17991";"0";"0";"0";"17993";"17737";"17736";"17735";"0";"0"
"17993";"73";"70";"FORT_JA_AREA";"????";"1";"1001";"-1";"0";"0";"xxx";"17992";"0";"0";"0";"0";"0";"17737";"17736";"0";"0"
"17997";"77";"70";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"0";"0";"0";"0";"17998";"17742";"17741";"0";"0";"0"
"17998";"78";"70";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17997";"0";"0";"0";"17999";"17743";"17742";"17741";"0";"0"
"17999";"79";"70";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17998";"0";"0";"0";"18000";"17744";"17743";"17742";"0";"0"
"18000";"80";"70";"FORT_BJ_AREA";"?????";"1";"1001";"-1";"0";"0";"xxx";"17999";"0";"0";"0";"0";"0";"17744";"17743";"0";"0"
"18488";"56";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"0";"0";"18744";"18745";"18489";"0";"0";"0";"0";"0"
"18489";"57";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18488";"18744";"18745";"18746";"18490";"0";"0";"0";"0";"0"
"18490";"58";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18489";"18745";"18746";"18747";"18491";"0";"0";"0";"0";"0"
"18491";"59";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18490";"18746";"18747";"18748";"18492";"0";"0";"0";"0";"0"
"18492";"60";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18491";"18747";"18748";"18749";"18493";"0";"0";"0";"0";"0"
"18493";"61";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18492";"18748";"18749";"18750";"18494";"0";"0";"0";"0";"0"
"18494";"62";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18493";"18749";"18750";"18751";"18495";"0";"0";"0";"0";"0"
"18495";"63";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18494";"18750";"18751";"18752";"18496";"0";"0";"0";"0";"0"
"18496";"64";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18495";"18751";"18752";"18753";"18497";"0";"0";"0";"0";"0"
"18497";"65";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18496";"18752";"18753";"18754";"18498";"0";"0";"0";"0";"0"
"18498";"66";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18497";"18753";"18754";"18755";"18499";"0";"0";"0";"0";"0"
"18499";"67";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18498";"18754";"18755";"18756";"18500";"0";"0";"0";"0";"0"
"18500";"68";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18499";"18755";"18756";"18757";"18501";"0";"0";"0";"0";"0"
"18501";"69";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18500";"18756";"18757";"18758";"18502";"0";"0";"0";"0";"0"
"18502";"70";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18501";"18757";"18758";"18759";"18503";"0";"0";"0";"0";"0"
"18503";"71";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18502";"18758";"18759";"18760";"18504";"0";"0";"0";"0";"0"
"18504";"72";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18503";"18759";"18760";"18761";"18505";"0";"0";"0";"0";"0"
"18505";"73";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18504";"18760";"18761";"18762";"18506";"0";"0";"0";"0";"0"
"18506";"74";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18505";"18761";"18762";"18763";"18507";"0";"0";"0";"0";"0"
"18507";"75";"72";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18506";"18762";"18763";"0";"0";"0";"0";"0";"0";"0"
"18744";"56";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"0";"0";"19000";"19001";"18745";"18489";"18488";"0";"0";"0"
"18745";"57";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18744";"19000";"19001";"19002";"18746";"18490";"18489";"18488";"0";"0"
"18746";"58";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18745";"19001";"19002";"19003";"18747";"18491";"18490";"18489";"0";"0"
"18747";"59";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18746";"19002";"19003";"19004";"18748";"18492";"18491";"18490";"0";"0"
"18748";"60";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18747";"19003";"19004";"19005";"18749";"18493";"18492";"18491";"0";"0"
"18749";"61";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18748";"19004";"19005";"19006";"18750";"18494";"18493";"18492";"0";"0"
"18750";"62";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18749";"19005";"19006";"19007";"18751";"18495";"18494";"18493";"0";"0"
"18751";"63";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18750";"19006";"19007";"19008";"18752";"18496";"18495";"18494";"0";"0"
"18752";"64";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18751";"19007";"19008";"19009";"18753";"18497";"18496";"18495";"0";"0"
"18753";"65";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18752";"19008";"19009";"19010";"18754";"18498";"18497";"18496";"0";"0"
"18754";"66";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18753";"19009";"19010";"19011";"18755";"18499";"18498";"18497";"0";"0"
"18755";"67";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18754";"19010";"19011";"19012";"18756";"18500";"18499";"18498";"0";"0"
"18756";"68";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18755";"19011";"19012";"19013";"18757";"18501";"18500";"18499";"0";"0"
"18757";"69";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18756";"19012";"19013";"19014";"18758";"18502";"18501";"18500";"0";"0"
"18758";"70";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18757";"19013";"19014";"19015";"18759";"18503";"18502";"18501";"0";"0"
"18759";"71";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18758";"19014";"19015";"19016";"18760";"18504";"18503";"18502";"0";"0"
"18760";"72";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18759";"19015";"19016";"19017";"18761";"18505";"18504";"18503";"0";"0"
"18761";"73";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18760";"19016";"19017";"19018";"18762";"18506";"18505";"18504";"0";"0"
"18762";"74";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18761";"19017";"19018";"19019";"18763";"18507";"18506";"18505";"0";"0"
"18763";"75";"73";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"18762";"19018";"19019";"0";"0";"0";"18507";"18506";"0";"0"
"19000";"56";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"0";"0";"19256";"19257";"19001";"18745";"18744";"0";"0";"0"
"19001";"57";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19000";"19256";"19257";"19258";"19002";"18746";"18745";"18744";"0";"0"
"19002";"58";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19001";"19257";"19258";"19259";"19003";"18747";"18746";"18745";"0";"0"
"19003";"59";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19002";"19258";"19259";"19260";"19004";"18748";"18747";"18746";"0";"0"
"19004";"60";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19003";"19259";"19260";"19261";"19005";"18749";"18748";"18747";"0";"0"
"19005";"61";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19004";"19260";"19261";"19262";"19006";"18750";"18749";"18748";"0";"0"
"19006";"62";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19005";"19261";"19262";"19263";"19007";"18751";"18750";"18749";"0";"0"
"19007";"63";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19006";"19262";"19263";"19264";"19008";"18752";"18751";"18750";"0";"0"
"19008";"64";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19007";"19263";"19264";"19265";"19009";"18753";"18752";"18751";"0";"0"
"19009";"65";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19008";"19264";"19265";"19266";"19010";"18754";"18753";"18752";"0";"0"
"19010";"66";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19009";"19265";"19266";"19267";"19011";"18755";"18754";"18753";"0";"0"
"19011";"67";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19010";"19266";"19267";"19268";"19012";"18756";"18755";"18754";"0";"0"
"19012";"68";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19011";"19267";"19268";"19269";"19013";"18757";"18756";"18755";"0";"0"
"19013";"69";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19012";"19268";"19269";"19270";"19014";"18758";"18757";"18756";"0";"0"
"19014";"70";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19013";"19269";"19270";"19271";"19015";"18759";"18758";"18757";"0";"0"
"19015";"71";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19014";"19270";"19271";"19272";"19016";"18760";"18759";"18758";"0";"0"
"19016";"72";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19015";"19271";"19272";"19273";"19017";"18761";"18760";"18759";"0";"0"
"19017";"73";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19016";"19272";"19273";"19274";"19018";"18762";"18761";"18760";"0";"0"
"19018";"74";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19017";"19273";"19274";"19275";"19019";"18763";"18762";"18761";"0";"0"
"19019";"75";"74";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19018";"19274";"19275";"0";"0";"0";"18763";"18762";"0";"0"
"19256";"56";"75";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"0";"0";"19512";"19513";"19257";"19001";"19000";"0";"0";"0"
"19257";"57";"75";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19256";"19512";"19513";"19514";"19258";"19002";"19001";"19000";"0";"0"
"19258";"58";"75";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19257";"19513";"19514";"19515";"19259";"19003";"19002";"19001";"0";"0"
"19259";"59";"75";"KingsValley";"KingsValley";"1";"4002";"-1";"0";"0";"xxx";"19258";"19514";"19515";"19516";"19260";"19004";"19003";"19002";"0";"0"
